Date,Temple,Day_Of_Week,Month,Year,Is_Weekend,Is_Holiday,Festival,Temperature,Rainfall,Footfall
2017-11-14,Dwarka,1,11,2017,0,0,None,24.1,0.0,21489
2017-11-14,Ambaji,1,11,2017,0,0,None,22.7,0.0,34403
2017-11-14,Pavagadh,1,11,2017,0,0,None,23.3,0.0,18634
2017-11-15,Somnath,2,11,2017,0,0,None,24.4,0.0,25413
2017-11-15,Dwarka,2,11,2017,0,0,None,19.4,0.0,21362
2017-11-15,Ambaji,2,11,2017,0,0,None,23.0,0.0,36931
2017-11-15,Pavagadh,2,11,2017,0,0,None,18.8,0.0,19887
2017-11-16,Somnath,3,11,2017,0,0,None,25.4,0.0,25853
2017-11-16,Dwarka,3,11,2017,0,0,None,20.4,0.0,19874
2017-11-16,Ambaji,3,11,2017,0,0,None,19.5,0.0,33178
2017-11-16,Pavagadh,3,11,2017,0,0,None,19.0,0.0,18116
2017-11-17,Somnath,4,11,2017,0,0,None,24.2,0.0,27225
2017-11-17,Dwarka,4,11,2017,0,0,None,27.3,0.0,22503
2017-11-17,Ambaji,4,11,2017,0,0,None,18.3,0.0,35160
2017-11-17,Pavagadh,4,11,2017,0,0,None,18.4,0.0,18307
2017-11-18,Somnath,5,11,2017,1,0,None,21.9,0.0,34039
2017-11-18,Dwarka,5,11,2017,1,0,None,19.2,0.0,30826
2017-11-18,Ambaji,5,11,2017,1,0,None,19.4,0.0,45274
2017-11-18,Pavagadh,5,11,2017,1,0,None,24.4,0.0,28113
2017-11-19,Somnath,6,11,2017,1,0,None,22.9,0.0,36491
2017-11-19,Dwarka,6,11,2017,1,0,None,18.3,0.0,27044
2017-11-19,Ambaji,6,11,2017,1,0,None,23.6,0.0,47234
2017-11-19,Pavagadh,6,11,2017,1,0,None,22.2,0.0,27999
2017-11-20,Somnath,0,11,2017,0,0,None,25.4,0.0,22542
2017-11-20,Dwarka,0,11,2017,0,0,None,20.2,0.0,22750
2017-11-20,Ambaji,0,11,2017,0,0,None,26.9,0.0,35678
2017-11-20,Pavagadh,0,11,2017,0,0,None,23.7,0.0,20054
2017-11-21,Somnath,1,11,2017,0,0,None,24.1,0.0,23866
2017-11-21,Dwarka,1,11,2017,0,0,None,24.4,0.0,23575
2017-11-21,Ambaji,1,11,2017,0,0,None,21.4,0.0,38394
2017-11-21,Pavagadh,1,11,2017,0,0,None,27.1,0.0,21082
2017-11-22,Somnath,2,11,2017,0,0,None,19.1,0.0,23868
2017-11-22,Dwarka,2,11,2017,0,0,None,20.7,0.0,22926
2017-11-22,Ambaji,2,11,2017,0,0,None,27.8,0.0,34427
2017-11-22,Pavagadh,2,11,2017,0,0,None,25.0,2.0,20840
2017-11-23,Somnath,3,11,2017,0,0,None,25.6,0.0,23068
2017-11-23,Dwarka,3,11,2017,0,0,None,25.0,0.0,23999
2017-11-23,Ambaji,3,11,2017,0,0,None,20.1,0.0,36263
2017-11-23,Pavagadh,3,11,2017,0,0,None,20.5,0.0,19030
2017-11-24,Somnath,4,11,2017,0,0,None,21.3,0.0,25145
2017-11-24,Dwarka,4,11,2017,0,0,None,22.5,0.0,21113
2017-11-24,Ambaji,4,11,2017,0,0,None,19.6,0.0,32871
2017-11-24,Pavagadh,4,11,2017,0,0,None,23.8,0.0,18676
2017-11-25,Somnath,5,11,2017,1,0,None,19.1,0.0,37098
2017-11-25,Dwarka,5,11,2017,1,0,None,25.1,0.0,30015
2017-11-25,Ambaji,5,11,2017,1,0,None,18.8,0.0,49298
2017-11-25,Pavagadh,5,11,2017,1,0,None,23.1,0.0,28256
2017-11-26,Somnath,6,11,2017,1,0,None,23.1,0.0,38637
2017-11-26,Dwarka,6,11,2017,1,0,None,18.7,0.0,28177
2017-11-26,Ambaji,6,11,2017,1,0,None,21.8,0.0,48799
2017-11-26,Pavagadh,6,11,2017,1,0,None,23.4,0.0,27716
2017-11-27,Somnath,0,11,2017,0,0,None,19.9,0.0,24506
2017-11-27,Dwarka,0,11,2017,0,0,None,26.0,0.0,20389
2017-11-27,Ambaji,0,11,2017,0,0,None,18.9,0.0,35248
2017-11-27,Pavagadh,0,11,2017,0,0,None,26.6,0.0,20106
2017-11-28,Somnath,1,11,2017,0,0,None,23.4,0.0,22988
2017-11-28,Dwarka,1,11,2017,0,0,None,20.4,0.0,23609
2017-11-28,Ambaji,1,11,2017,0,0,None,27.4,2.0,38214
2017-11-28,Pavagadh,1,11,2017,0,0,None,18.1,0.0,18590
2017-11-29,Somnath,2,11,2017,0,0,None,21.5,0.0,26963
2017-11-29,Dwarka,2,11,2017,0,0,None,19.9,0.0,23836
2017-11-29,Ambaji,2,11,2017,0,0,None,22.6,0.0,34704
2017-11-29,Pavagadh,2,11,2017,0,0,None,21.8,0.0,19754
2017-11-30,Somnath,3,11,2017,0,0,None,18.2,2.0,25217
2017-11-30,Dwarka,3,11,2017,0,0,None,22.7,0.0,20485
2017-11-30,Ambaji,3,11,2017,0,0,None,19.9,0.0,33325
2017-11-30,Pavagadh,3,11,2017,0,0,None,26.0,0.0,18132
2017-12-01,Somnath,4,12,2017,0,0,None,23.2,0.0,26289
2017-12-01,Dwarka,4,12,2017,0,0,None,24.4,0.0,23245
2017-12-01,Ambaji,4,12,2017,0,0,None,19.8,0.0,35992
2017-12-01,Pavagadh,4,12,2017,0,0,None,24.7,0.0,20295
2017-12-02,Somnath,5,12,2017,1,0,None,22.7,0.0,31832
2017-12-02,Dwarka,5,12,2017,1,0,None,24.2,0.0,26059
2017-12-02,Ambaji,5,12,2017,1,0,None,24.1,0.0,49498
2017-12-02,Pavagadh,5,12,2017,1,0,None,22.9,0.0,27779
2017-12-03,Somnath,6,12,2017,1,0,None,27.6,0.0,39828
2017-12-03,Dwarka,6,12,2017,1,0,None,22.5,0.0,33115
2017-12-03,Ambaji,6,12,2017,1,0,None,26.9,0.0,50894
2017-12-03,Pavagadh,6,12,2017,1,0,None,26.3,0.0,27763
2017-12-04,Somnath,0,12,2017,0,0,None,25.9,0.0,23592
2017-12-04,Dwarka,0,12,2017,0,0,None,24.3,0.0,24154
2017-12-04,Ambaji,0,12,2017,0,0,None,22.8,0.0,34173
2017-12-04,Pavagadh,0,12,2017,0,0,None,24.5,0.0,20414
2017-12-05,Somnath,1,12,2017,0,0,None,27.3,0.0,22838
2017-12-05,Dwarka,1,12,2017,0,0,None,27.9,0.0,20514
2017-12-05,Ambaji,1,12,2017,0,0,None,18.1,0.0,37367
2017-12-05,Pavagadh,1,12,2017,0,0,None,18.2,0.0,21029
2017-12-06,Somnath,2,12,2017,0,0,None,23.9,0.0,26230
2017-12-06,Dwarka,2,12,2017,0,0,None,18.5,0.0,20798
2017-12-06,Ambaji,2,12,2017,0,0,None,23.5,0.0,32680
2017-12-06,Pavagadh,2,12,2017,0,0,None,27.8,0.0,18230
2017-12-07,Somnath,3,12,2017,0,0,None,27.4,0.0,25995
2017-12-07,Dwarka,3,12,2017,0,0,None,23.3,0.0,19945
2017-12-07,Ambaji,3,12,2017,0,0,None,20.7,0.0,32036
2017-12-07,Pavagadh,3,12,2017,0,0,None,25.1,0.0,19090
2017-12-08,Somnath,4,12,2017,0,0,None,18.0,0.0,26669
2017-12-08,Dwarka,4,12,2017,0,0,None,22.0,0.0,20801
2017-12-08,Ambaji,4,12,2017,0,0,None,24.2,0.0,34920
2017-12-08,Pavagadh,4,12,2017,0,0,None,24.4,0.0,19525
2017-12-09,Somnath,5,12,2017,1,0,None,25.7,0.0,36380
2017-12-09,Dwarka,5,12,2017,1,0,None,21.2,0.0,26721
2017-12-09,Ambaji,5,12,2017,1,0,None,18.8,0.0,48870
2017-12-09,Pavagadh,5,12,2017,1,0,None,22.5,0.0,25877
2017-12-10,Somnath,6,12,2017,1,0,None,24.2,0.0,31727
2017-12-10,Dwarka,6,12,2017,1,0,None,24.6,0.0,33865
2017-12-10,Ambaji,6,12,2017,1,0,None,20.0,0.0,43107
2017-12-10,Pavagadh,6,12,2017,1,0,None,26.4,0.0,27084
2017-12-11,Somnath,0,12,2017,0,0,None,20.5,0.0,26989
2017-12-11,Dwarka,0,12,2017,0,0,None,19.5,0.0,21081
2017-12-11,Ambaji,0,12,2017,0,0,None,26.1,0.0,34492
2017-12-11,Pavagadh,0,12,2017,0,0,None,21.7,0.0,20117
2017-12-12,Somnath,1,12,2017,0,0,None,24.8,0.0,23264
2017-12-12,Dwarka,1,12,2017,0,0,None,26.4,0.0,23902
2017-12-12,Ambaji,1,12,2017,0,0,None,20.5,0.0,33492
2017-12-12,Pavagadh,1,12,2017,0,0,None,21.2,0.0,20991
2017-12-13,Somnath,2,12,2017,0,0,None,23.6,0.0,24036
2017-12-13,Dwarka,2,12,2017,0,0,None,24.9,0.0,20466
2017-12-13,Ambaji,2,12,2017,0,0,None,22.0,0.0,33989
2017-12-13,Pavagadh,2,12,2017,0,0,None,21.2,0.0,18863
2017-12-14,Somnath,3,12,2017,0,0,None,25.1,0.0,25325
2017-12-14,Dwarka,3,12,2017,0,0,None,24.1,0.0,23603
2017-12-14,Ambaji,3,12,2017,0,0,None,20.9,0.0,38353
2017-12-14,Pavagadh,3,12,2017,0,0,None,24.0,0.0,19781
2017-12-15,Somnath,4,12,2017,0,0,None,18.6,0.0,22674
2017-12-15,Dwarka,4,12,2017,0,0,None,25.0,0.0,23594
2017-12-15,Ambaji,4,12,2017,0,0,None,19.6,0.0,35680
2017-12-15,Pavagadh,4,12,2017,0,0,None,22.6,0.0,19871
2017-12-16,Somnath,5,12,2017,1,0,None,21.1,0.0,34748
2017-12-16,Dwarka,5,12,2017,1,0,None,20.4,2.0,28919
2017-12-16,Ambaji,5,12,2017,1,0,None,22.8,0.0,47292
2017-12-16,Pavagadh,5,12,2017,1,0,None,23.5,0.0,28502
2017-12-17,Somnath,6,12,2017,1,0,None,20.9,0.0,38535
2017-12-17,Dwarka,6,12,2017,1,0,None,24.3,0.0,29405
2017-12-17,Ambaji,6,12,2017,1,0,None,25.8,0.0,46065
2017-12-17,Pavagadh,6,12,2017,1,0,None,18.8,0.0,30742
2017-12-18,Somnath,0,12,2017,0,0,None,19.8,0.0,23557
2017-12-18,Dwarka,0,12,2017,0,0,None,24.1,0.0,22978
2017-12-18,Ambaji,0,12,2017,0,0,None,26.2,0.0,32040
2017-12-18,Pavagadh,0,12,2017,0,0,None,21.4,0.0,19994
2017-12-19,Somnath,1,12,2017,0,0,None,19.9,0.0,24537
2017-12-19,Dwarka,1,12,2017,0,0,None,21.9,0.0,21593
2017-12-19,Ambaji,1,12,2017,0,0,None,18.3,0.0,37493
2017-12-19,Pavagadh,1,12,2017,0,0,None,27.6,0.0,19457
2017-12-20,Somnath,2,12,2017,0,0,None,27.4,0.0,26721
2017-12-20,Dwarka,2,12,2017,0,0,None,25.7,0.0,21906
2017-12-20,Ambaji,2,12,2017,0,0,None,19.9,0.0,36946
2017-12-20,Pavagadh,2,12,2017,0,0,None,26.9,0.0,19860
2017-12-21,Somnath,3,12,2017,0,0,None,18.9,0.0,24371
2017-12-21,Dwarka,3,12,2017,0,0,None,22.6,0.0,19828
2017-12-21,Ambaji,3,12,2017,0,0,None,27.9,0.0,37436
2017-12-21,Pavagadh,3,12,2017,0,0,None,23.3,0.0,21190
2017-12-22,Somnath,4,12,2017,0,0,None,25.1,0.0,25072
2017-12-22,Dwarka,4,12,2017,0,0,None,18.9,0.0,23809
2017-12-22,Ambaji,4,12,2017,0,0,None,18.9,0.0,37816
2017-12-22,Pavagadh,4,12,2017,0,0,None,20.8,0.0,20139
2017-12-23,Somnath,5,12,2017,1,0,None,24.0,0.0,30929
2017-12-23,Dwarka,5,12,2017,1,0,None,25.4,0.0,32457
2017-12-23,Ambaji,5,12,2017,1,0,None,20.4,0.0,51070
2017-12-23,Pavagadh,5,12,2017,1,0,None,21.1,0.0,25457
2017-12-24,Somnath,6,12,2017,1,0,None,26.0,0.0,40090
2017-12-24,Dwarka,6,12,2017,1,0,None,27.1,0.0,31327
2017-12-24,Ambaji,6,12,2017,1,0,None,20.1,0.0,47274
2017-12-24,Pavagadh,6,12,2017,1,0,None,21.2,0.0,29892
2017-12-25,Somnath,0,12,2017,0,1,None,23.7,0.0,34040
2017-12-25,Dwarka,0,12,2017,0,1,None,23.8,0.0,37228
2017-12-25,Ambaji,0,12,2017,0,1,None,25.5,0.0,50058
2017-12-25,Pavagadh,0,12,2017,0,1,None,23.5,0.0,27996
2017-12-26,Somnath,1,12,2017,0,0,None,22.0,0.0,22659
2017-12-26,Dwarka,1,12,2017,0,0,None,24.6,0.0,22916
2017-12-26,Ambaji,1,12,2017,0,0,None,24.6,0.0,33537
2017-12-26,Pavagadh,1,12,2017,0,0,None,19.3,0.0,20987
2017-12-27,Somnath,2,12,2017,0,0,None,20.0,0.0,27333
2017-12-27,Dwarka,2,12,2017,0,0,None,23.9,0.0,20964
2017-12-27,Ambaji,2,12,2017,0,0,None,20.1,0.0,36301
2017-12-27,Pavagadh,2,12,2017,0,0,None,24.8,0.0,20254
2017-12-28,Somnath,3,12,2017,0,0,None,25.4,0.0,24263
2017-12-28,Dwarka,3,12,2017,0,0,None,26.7,0.0,22203
2017-12-28,Ambaji,3,12,2017,0,0,None,25.0,2.0,34547
2017-12-28,Pavagadh,3,12,2017,0,0,None,22.3,0.0,21222
2017-12-29,Somnath,4,12,2017,0,0,None,25.3,0.0,24119
2017-12-29,Dwarka,4,12,2017,0,0,None,24.1,0.0,23688
2017-12-29,Ambaji,4,12,2017,0,0,None,19.1,0.0,34753
2017-12-29,Pavagadh,4,12,2017,0,0,None,27.8,0.0,19628
2017-12-30,Somnath,5,12,2017,1,0,None,18.3,0.0,35186
2017-12-30,Dwarka,5,12,2017,1,0,None,25.5,0.0,32911
2017-12-30,Ambaji,5,12,2017,1,0,None,20.9,0.0,55295
2017-12-30,Pavagadh,5,12,2017,1,0,None,26.2,0.0,24054
2017-12-31,Somnath,6,12,2017,1,0,None,20.4,0.0,35244
2017-12-31,Dwarka,6,12,2017,1,0,None,20.5,0.0,31245
2017-12-31,Ambaji,6,12,2017,1,0,None,21.8,0.0,46173
2017-12-31,Pavagadh,6,12,2017,1,0,None,21.8,0.0,29529
2018-01-01,Somnath,0,1,2018,0,0,None,18.3,0.0,22776
2018-01-01,Dwarka,0,1,2018,0,0,None,24.2,0.0,20670
2018-01-01,Ambaji,0,1,2018,0,0,None,26.2,0.0,37191
2018-01-01,Pavagadh,0,1,2018,0,0,None,21.1,0.0,21659
2018-01-02,Somnath,1,1,2018,0,0,None,21.2,0.0,22547
2018-01-02,Dwarka,1,1,2018,0,0,None,18.0,0.0,23150
2018-01-02,Ambaji,1,1,2018,0,0,None,25.9,0.0,32325
2018-01-02,Pavagadh,1,1,2018,0,0,None,20.3,0.0,18708
2018-01-03,Somnath,2,1,2018,0,0,None,24.8,0.0,22915
2018-01-03,Dwarka,2,1,2018,0,0,None,20.9,0.0,23550
2018-01-03,Ambaji,2,1,2018,0,0,None,25.1,0.0,34972
2018-01-03,Pavagadh,2,1,2018,0,0,None,21.0,0.0,19636
2018-01-04,Somnath,3,1,2018,0,0,None,18.3,0.0,24662
2018-01-04,Dwarka,3,1,2018,0,0,None,22.2,0.0,22391
2018-01-04,Ambaji,3,1,2018,0,0,None,23.5,0.0,38102
2018-01-04,Pavagadh,3,1,2018,0,0,None,19.0,0.0,18001
2018-01-05,Somnath,4,1,2018,0,0,None,26.8,0.0,26289
2018-01-05,Dwarka,4,1,2018,0,0,None,21.6,0.0,21567
2018-01-05,Ambaji,4,1,2018,0,0,None,18.7,0.0,31998
2018-01-05,Pavagadh,4,1,2018,0,0,None,27.2,0.0,19917
2018-01-06,Somnath,5,1,2018,1,0,None,25.2,0.0,35326
2018-01-06,Dwarka,5,1,2018,1,0,None,25.8,0.0,30292
2018-01-06,Ambaji,5,1,2018,1,0,None,21.6,0.0,49129
2018-01-06,Pavagadh,5,1,2018,1,0,None,22.3,0.0,31261
2018-01-07,Somnath,6,1,2018,1,0,None,24.7,0.0,37422
2018-01-07,Dwarka,6,1,2018,1,0,None,18.6,0.0,28518
2018-01-07,Ambaji,6,1,2018,1,0,None,26.3,0.0,52135
2018-01-07,Pavagadh,6,1,2018,1,0,None,26.4,0.0,24994
2018-01-08,Somnath,0,1,2018,0,0,None,18.2,0.0,23962
2018-01-08,Dwarka,0,1,2018,0,0,None,23.5,0.0,20399
2018-01-08,Ambaji,0,1,2018,0,0,None,19.8,0.0,35810
2018-01-08,Pavagadh,0,1,2018,0,0,None,23.5,0.0,19484
2018-01-09,Somnath,1,1,2018,0,0,None,19.0,0.0,26988
2018-01-09,Dwarka,1,1,2018,0,0,None,27.8,0.0,23834
2018-01-09,Ambaji,1,1,2018,0,0,None,24.4,0.0,38477
2018-01-09,Pavagadh,1,1,2018,0,0,None,19.0,0.0,19011
2018-01-10,Somnath,2,1,2018,0,0,None,21.9,0.0,24682
2018-01-10,Dwarka,2,1,2018,0,0,None,20.5,0.0,21302
2018-01-10,Ambaji,2,1,2018,0,0,None,27.6,0.0,34709
2018-01-10,Pavagadh,2,1,2018,0,0,None,20.0,0.0,18628
2018-01-11,Somnath,3,1,2018,0,0,None,20.1,0.0,26901
2018-01-11,Dwarka,3,1,2018,0,0,None,19.3,0.0,21973
2018-01-11,Ambaji,3,1,2018,0,0,None,20.8,0.0,34661
2018-01-11,Pavagadh,3,1,2018,0,0,None,22.3,0.0,18564
2018-01-12,Somnath,4,1,2018,0,0,None,26.2,0.0,23673
2018-01-12,Dwarka,4,1,2018,0,0,None,19.1,0.0,22476
2018-01-12,Ambaji,4,1,2018,0,0,None,25.2,0.0,36257
2018-01-12,Pavagadh,4,1,2018,0,0,None,25.1,0.0,18259
2018-01-13,Somnath,5,1,2018,1,0,None,19.9,0.0,38995
2018-01-13,Dwarka,5,1,2018,1,0,None,23.7,0.0,28596
2018-01-13,Ambaji,5,1,2018,1,0,None,23.6,0.0,48134
2018-01-13,Pavagadh,5,1,2018,1,0,None,21.0,0.0,28114
2018-01-14,Somnath,6,1,2018,1,0,None,23.7,0.0,38065
2018-01-14,Dwarka,6,1,2018,1,0,None,26.9,0.0,31551
2018-01-14,Ambaji,6,1,2018,1,0,None,21.7,0.0,51826
2018-01-14,Pavagadh,6,1,2018,1,0,None,25.7,0.0,25981
2018-01-15,Somnath,0,1,2018,0,0,None,24.6,0.0,27020
2018-01-15,Dwarka,0,1,2018,0,0,None,20.3,0.0,23543
2018-01-15,Ambaji,0,1,2018,0,0,None,22.6,0.0,34962
2018-01-15,Pavagadh,0,1,2018,0,0,None,18.8,2.0,20352
2018-01-16,Somnath,1,1,2018,0,0,None,20.6,0.0,22884
2018-01-16,Dwarka,1,1,2018,0,0,None,26.0,0.0,23647
2018-01-16,Ambaji,1,1,2018,0,0,None,21.4,0.0,31745
2018-01-16,Pavagadh,1,1,2018,0,0,None,24.5,0.0,19837
2018-01-17,Somnath,2,1,2018,0,0,None,27.1,0.0,22548
2018-01-17,Dwarka,2,1,2018,0,0,None,18.7,0.0,19946
2018-01-17,Ambaji,2,1,2018,0,0,None,23.0,0.0,32763
2018-01-17,Pavagadh,2,1,2018,0,0,None,25.5,0.0,20750
2018-01-18,Somnath,3,1,2018,0,0,None,21.5,0.0,27169
2018-01-18,Dwarka,3,1,2018,0,0,None,18.4,0.0,23559
2018-01-18,Ambaji,3,1,2018,0,0,None,23.9,0.0,34283
2018-01-18,Pavagadh,3,1,2018,0,0,None,24.8,0.0,18164
2018-01-19,Somnath,4,1,2018,0,0,None,18.7,0.0,23663
2018-01-19,Dwarka,4,1,2018,0,0,None,20.6,0.0,20661
2018-01-19,Ambaji,4,1,2018,0,0,None,19.3,0.0,32509
2018-01-19,Pavagadh,4,1,2018,0,0,None,20.0,0.0,21732
2018-01-20,Somnath,5,1,2018,1,0,None,25.6,0.0,35245
2018-01-20,Dwarka,5,1,2018,1,0,None,22.1,0.0,33139
2018-01-20,Ambaji,5,1,2018,1,0,None,25.8,0.0,49273
2018-01-20,Pavagadh,5,1,2018,1,0,None,22.2,0.0,27478
2018-01-21,Somnath,6,1,2018,1,0,None,26.6,0.0,31175
2018-01-21,Dwarka,6,1,2018,1,0,None,21.3,0.0,28174
2018-01-21,Ambaji,6,1,2018,1,0,None,18.3,0.0,44393
2018-01-21,Pavagadh,6,1,2018,1,0,None,26.8,0.0,27579
2018-01-22,Somnath,0,1,2018,0,0,None,19.4,0.0,25231
2018-01-22,Dwarka,0,1,2018,0,0,None,20.4,0.0,21962
2018-01-22,Ambaji,0,1,2018,0,0,None,25.7,0.0,32310
2018-01-22,Pavagadh,0,1,2018,0,0,None,21.3,0.0,18604
2018-01-23,Somnath,1,1,2018,0,0,None,26.1,0.0,24922
2018-01-23,Dwarka,1,1,2018,0,0,None,23.4,0.0,22244
2018-01-23,Ambaji,1,1,2018,0,0,None,25.9,0.0,33357
2018-01-23,Pavagadh,1,1,2018,0,0,None,24.7,0.0,20179
2018-01-24,Somnath,2,1,2018,0,0,None,22.9,0.0,26094
2018-01-24,Dwarka,2,1,2018,0,0,None,26.8,0.0,23907
2018-01-24,Ambaji,2,1,2018,0,0,None,23.1,0.0,37489
2018-01-24,Pavagadh,2,1,2018,0,0,None,22.7,0.0,18710
2018-01-25,Somnath,3,1,2018,0,0,None,19.6,0.0,26850
2018-01-25,Dwarka,3,1,2018,0,0,None,26.9,0.0,22112
2018-01-25,Ambaji,3,1,2018,0,0,None,21.3,2.0,33737
2018-01-25,Pavagadh,3,1,2018,0,0,None,25.4,0.0,20434
2018-01-26,Somnath,4,1,2018,0,1,None,21.9,0.0,42727
2018-01-26,Dwarka,4,1,2018,0,1,None,18.1,0.0,37275
2018-01-26,Ambaji,4,1,2018,0,1,None,27.0,0.0,48731
2018-01-26,Pavagadh,4,1,2018,0,1,None,18.3,0.0,29172
2018-01-27,Somnath,5,1,2018,1,0,None,18.6,0.0,31267
2018-01-27,Dwarka,5,1,2018,1,0,None,21.4,0.0,31030
2018-01-27,Ambaji,5,1,2018,1,0,None,23.4,2.0,56080
2018-01-27,Pavagadh,5,1,2018,1,0,None,27.7,0.0,26542
2018-01-28,Somnath,6,1,2018,1,0,None,22.4,0.0,36446
2018-01-28,Dwarka,6,1,2018,1,0,None,25.5,0.0,32192
2018-01-28,Ambaji,6,1,2018,1,0,None,20.1,0.0,50848
2018-01-28,Pavagadh,6,1,2018,1,0,None,23.5,0.0,29733
2018-01-29,Somnath,0,1,2018,0,0,None,21.9,0.0,26977
2018-01-29,Dwarka,0,1,2018,0,0,None,18.4,0.0,21383
2018-01-29,Ambaji,0,1,2018,0,0,None,24.4,0.0,32561
2018-01-29,Pavagadh,0,1,2018,0,0,None,23.7,0.0,21030
2018-01-30,Somnath,1,1,2018,0,0,None,23.3,0.0,26287
2018-01-30,Dwarka,1,1,2018,0,0,None,26.4,0.0,21357
2018-01-30,Ambaji,1,1,2018,0,0,None,28.0,0.0,31671
2018-01-30,Pavagadh,1,1,2018,0,0,None,21.6,0.0,18485
2018-01-31,Somnath,2,1,2018,0,0,None,20.8,0.0,25942
2018-01-31,Dwarka,2,1,2018,0,0,None,18.7,0.0,20208
2018-01-31,Ambaji,2,1,2018,0,0,None,18.6,0.0,35503
2018-01-31,Pavagadh,2,1,2018,0,0,None,27.6,0.0,21503
2018-02-01,Somnath,3,2,2018,0,0,None,19.8,0.0,22881
2018-02-01,Dwarka,3,2,2018,0,0,None,25.8,0.0,22249
2018-02-01,Ambaji,3,2,2018,0,0,None,20.5,0.0,38435
2018-02-01,Pavagadh,3,2,2018,0,0,None,25.6,0.0,20287
2018-02-02,Somnath,4,2,2018,0,0,None,26.7,0.0,27230
2018-02-02,Dwarka,4,2,2018,0,0,None,20.8,0.0,22836
2018-02-02,Ambaji,4,2,2018,0,0,None,21.9,0.0,38358
2018-02-02,Pavagadh,4,2,2018,0,0,None,22.9,0.0,19887
2018-02-03,Somnath,5,2,2018,1,0,None,26.5,0.0,32999
2018-02-03,Dwarka,5,2,2018,1,0,None,18.2,0.0,29876
2018-02-03,Ambaji,5,2,2018,1,0,None,26.0,0.0,45658
2018-02-03,Pavagadh,5,2,2018,1,0,None,20.3,0.0,31944
2018-02-04,Somnath,6,2,2018,1,0,None,26.8,0.0,32816
2018-02-04,Dwarka,6,2,2018,1,0,None,20.3,0.0,29923
2018-02-04,Ambaji,6,2,2018,1,0,None,21.8,0.0,53021
2018-02-04,Pavagadh,6,2,2018,1,0,None,21.8,0.0,29133
2018-02-05,Somnath,0,2,2018,0,0,None,27.3,0.0,22784
2018-02-05,Dwarka,0,2,2018,0,0,None,20.1,0.0,21698
2018-02-05,Ambaji,0,2,2018,0,0,None,24.4,0.0,32286
2018-02-05,Pavagadh,0,2,2018,0,0,None,22.5,0.0,21576
2018-02-06,Somnath,1,2,2018,0,0,None,27.6,0.0,23020
2018-02-06,Dwarka,1,2,2018,0,0,None,25.9,0.0,21360
2018-02-06,Ambaji,1,2,2018,0,0,None,26.9,0.0,35404
2018-02-06,Pavagadh,1,2,2018,0,0,None,23.7,0.0,20338
2018-02-07,Somnath,2,2,2018,0,0,None,22.4,0.0,22835
2018-02-07,Dwarka,2,2,2018,0,0,None,20.5,0.0,22184
2018-02-07,Ambaji,2,2,2018,0,0,None,24.0,0.0,34217
2018-02-07,Pavagadh,2,2,2018,0,0,None,22.2,0.0,19904
2018-02-08,Somnath,3,2,2018,0,0,None,27.9,0.0,25747
2018-02-08,Dwarka,3,2,2018,0,0,None,18.5,0.0,23546
2018-02-08,Ambaji,3,2,2018,0,0,None,27.4,2.0,33475
2018-02-08,Pavagadh,3,2,2018,0,0,None,23.8,0.0,20255
2018-02-09,Somnath,4,2,2018,0,0,None,19.6,0.0,27047
2018-02-09,Dwarka,4,2,2018,0,0,None,22.5,0.0,20419
2018-02-09,Ambaji,4,2,2018,0,0,None,24.8,0.0,37866
2018-02-09,Pavagadh,4,2,2018,0,0,None,24.7,0.0,20237
2018-02-10,Somnath,5,2,2018,1,0,None,18.5,0.0,39161
2018-02-10,Dwarka,5,2,2018,1,0,None,23.4,0.0,29607
2018-02-10,Ambaji,5,2,2018,1,0,None,25.6,0.0,48104
2018-02-10,Pavagadh,5,2,2018,1,0,None,27.8,2.0,28598
2018-02-11,Somnath,6,2,2018,1,0,None,20.9,0.0,37389
2018-02-11,Dwarka,6,2,2018,1,0,None,19.0,0.0,29422
2018-02-11,Ambaji,6,2,2018,1,0,None,24.5,0.0,55372
2018-02-11,Pavagadh,6,2,2018,1,0,None,26.0,0.0,26477
2018-02-12,Somnath,0,2,2018,0,0,None,23.2,0.0,27226
2018-02-12,Dwarka,0,2,2018,0,0,None,19.4,0.0,20167
2018-02-12,Ambaji,0,2,2018,0,0,None,26.2,0.0,31766
2018-02-12,Pavagadh,0,2,2018,0,0,None,25.2,0.0,20857
2018-02-13,Somnath,1,2,2018,0,0,Maha Shivratri,23.6,0.0,373014
2018-02-13,Dwarka,1,2,2018,0,0,None,25.3,0.0,22459
2018-02-13,Ambaji,1,2,2018,0,0,None,21.0,0.0,35297
2018-02-13,Pavagadh,1,2,2018,0,0,None,22.4,0.0,20690
2018-02-14,Somnath,2,2,2018,0,0,None,24.9,0.0,24193
2018-02-14,Dwarka,2,2,2018,0,0,None,22.1,0.0,20837
2018-02-14,Ambaji,2,2,2018,0,0,None,18.5,2.0,36655
2018-02-14,Pavagadh,2,2,2018,0,0,None,18.9,0.0,20877
2018-02-15,Somnath,3,2,2018,0,0,None,22.4,0.0,27117
2018-02-15,Dwarka,3,2,2018,0,0,None,24.0,0.0,23241
2018-02-15,Ambaji,3,2,2018,0,0,None,27.6,0.0,36273
2018-02-15,Pavagadh,3,2,2018,0,0,None,21.4,0.0,20938
2018-02-16,Somnath,4,2,2018,0,0,None,27.3,0.0,26449
